2025/01/16 01:11:20, 12.265
2025/01/22 01:29:33, 12.267
2025/01/26 05:20:12, 12.277
2025/01/31 04:08:12, 12.280
2025/02/01 19:54:07, 12.277
2025/02/05 16:11:37, 12.285
2025/02/07 22:58:01, 12.286
2025/02/10 06:20:18, 12.285
2025/02/13 01:13:16, 12.293
2025/02/15 23:41:58, 12.301
2025/02/18 23:10:53, 12.303
2025/02/20 22:50:50, 12.323
2025/02/24 16:06:38, 12.318
2025/02/27 06:16:38, 12.317
2025/02/28 22:32:57, 12.319
2025/03/03 14:43:53, 12.321
2025/03/07 13:32:33, 12.333
2025/03/09 19:14:12, 12.333
2025/03/16 00:34:30, 12.335
2025/03/20 03:47:22, 12.345
2025/03/23 17:38:07, 12.347
2025/03/26 04:43:18, 12.346
2025/03/28 11:15:10, 12.342
2025/03/31 06:42:35, 12.348
2025/04/02 02:00:06, 12.350
2025/04/05 15:34:33, 12.349
2025/04/07 21:56:34, 12.352
2025/04/10 10:05:45, 12.350
2025/04/16 08:18:04, 12.349
2025/04/18 15:40:25, 12.350
2025/04/20 23:02:43, 12.350
2025/04/23 06:25:00, 12.348
2025/04/25 13:47:19, 12.348
2025/05/01 22:14:32, 12.349
2025/05/03 15:35:09, 12.340
2025/05/08 13:52:50, 12.340
2025/05/11 09:12:46, 12.348
2025/05/13 19:43:34, 12.340
2025/05/15 06:57:47, 12.340
2025/05/19 11:00:34, 12.339
2025/05/22 05:04:45, 12.340
2025/05/25 13:37:01, 12.335
2025/05/26 19:49:06, 12.333
2025/05/29 13:15:29, 12.333
2025/06/01 15:05:20, 12.335
2025/06/03 16:35:12, 12.333
2025/06/10 07:08:49, 12.325
2025/06/16 06:06:24, 12.323
2025/06/18 07:41:27, 12.325
2025/06/20 03:43:54, 12.317
2025/06/22 11:06:14, 12.317
2025/06/24 23:30:35, 12.317
2025/07/01 11:33:12, 12.309
2025/07/04 20:05:19, 12.300
2025/07/08 00:13:23, 12.296
2025/07/10 05:42:38, 12.301
2025/07/15 09:47:32, 12.298
2025/07/18 19:54:55, 12.297
2025/07/21 07:35:50, 12.290
2025/07/23 12:05:24, 12.285
2025/07/29 17:25:18, 12.277
2025/07/31 03:49:10, 12.277
2025/08/02 13:42:39, 12.281
2025/08/07 22:04:24, 12.281
2025/08/11 11:38:45, 12.277
2025/08/14 05:55:11, 12.269
2025/08/17 06:04:04, 12.264
2025/08/19 08:24:28, 12.267
2025/08/22 11:54:20, 12.251
2025/08/25 15:25:03, 12.259
2025/08/27 22:47:28, 12.261
2025/09/03 01:46:22, 12.252
2025/09/05 18:12:33, 12.257
2025/09/08 08:37:31, 12.252
2025/09/10 13:58:47, 12.245
2025/09/12 23:52:03, 12.243
2025/09/15 05:26:35, 12.245
2025/09/17 09:56:16, 12.244
2025/09/19 19:28:13, 12.249
2025/09/22 02:49:53, 12.232
2025/09/24 07:57:58, 12.231
2025/09/26 17:34:31, 12.231
2025/09/29 01:30:46, 12.241
2025/10/01 08:19:06, 12.230
2025/10/04 10:49:10, 12.230
2025/10/06 21:13:12, 12.244
2025/10/08 16:30:43, 12.245
2025/10/14 03:23:28, 12.245
2025/10/16 10:45:48, 12.245
2025/10/18 19:14:53, 12.236
2025/10/22 05:11:36, 12.245
2025/10/24 15:04:22, 12.230
2025/10/26 22:26:42, 12.230
2025/10/29 13:00:28, 12.230
2025/10/31 09:25:16, 12.242
2025/11/02 16:39:05, 12.239
2025/11/08 02:25:09, 12.251
2025/11/10 17:20:37, 12.253
2025/11/13 14:58:42, 12.253
2025/11/16 07:51:11, 12.245
2025/11/18 21:55:44, 12.231
2025/11/21 05:18:07, 12.233
2025/11/23 09:52:48, 12.237
2025/11/25 04:40:21, 12.245
2025/11/30 23:06:21, 12.251
2025/12/05 12:35:44, 12.257
2025/12/08 17:22:39, 12.283
2025/12/11 05:03:42, 12.279
2025/12/14 05:30:45, 12.279
2025/12/17 05:44:59, 12.282
2025/12/19 20:09:58, 12.277
2025/12/22 16:57:48, 12.280
2025/12/28 00:29:17, 12.282
2025/12/30 07:51:26, 12.277
2026/01/02 16:23:54, 12.277
2026/01/04 15:22:50, 12.277
2026/01/08 05:17:43, 12.283
2026/01/10 17:21:47, 12.280
2026/01/12 16:21:36, 12.303
2026/01/16 11:39:01, 12.320
2026/01/19 14:28:40, 12.306
2026/01/22 09:35:53, 12.310
2026/01/24 18:13:44, 12.311
2026/01/27 17:57:34, 12.309
2026/01/31 09:20:24, 12.321
2026/02/02 09:52:48, 12.321
2026/02/04 19:46:14, 12.323
2026/02/07 00:08:16, 12.348
2026/02/09 18:04:25, 12.336
2026/02/11 22:56:07, 12.347
2026/02/14 16:22:06, 12.336
2026/02/19 02:04:52, 12.340
